League,Team,Player
Primera Division 2016/17,Sevilla FC,Gabriel Mercado
Primera Division 2016/17,Sevilla FC,Ganso
Primera Division 2016/17,RCD Espanyol,Mickael Ciani
Primera Division 2016/17,RCD Espanyol,David López
Primera Division 2016/17,RCD Espanyol,Roberto
Primera Division 2016/17,RCD Espanyol,Víctor Álvarez
Primera Division 2016/17,RCD Espanyol,Javi López
Primera Division 2016/17,RCD Espanyol,Anaitz Arbilla
Primera Division 2016/17,RCD Espanyol,Víctor Sánchez
Primera Division 2016/17,RCD Espanyol,Salva Sevilla
Primera Division 2016/17,RCD Espanyol,Felipe Caicedo
Primera Division 2016/17,RCD Espanyol,Papakouli Diop
Primera Division 2016/17,RCD Espanyol,Hernán Pérez
Primera Division 2016/17,RCD Espanyol,Gerard Moreno
Primera Division 2016/17,RCD Espanyol,José Antonio Reyes
Primera Division 2016/17,RCD Espanyol,Javi Fuego
Primera Division 2016/17,RCD Espanyol,Pablo Piatti
Primera Division 2016/17,RCD Espanyol,Leo Baptistão
Primera Division 2016/17,RCD Espanyol,Rubén Duarte
Primera Division 2016/17,RCD Espanyol,Óscar Duarte
Primera Division 2016/17,RCD Espanyol,Martín Demichelis
Primera Division 2016/17,RCD Espanyol,Álex Fernández
Primera Division 2016/17,RCD Espanyol,José Manuel Jurado
Primera Division 2016/17,Sporting Gijón,Diego Mariño
Primera Division 2016/17,Sporting Gijón,Moi Gómez
Primera Division 2016/17,Sporting Gijón,Jean-Sylvain Babin
Primera Division 2016/17,Sporting Gijón,Roberto Canella
Primera Division 2016/17,Sporting Gijón,Lillo Castellano
Primera Division 2016/17,Sporting Gijón,Douglas
Primera Division 2016/17,Sporting Gijón,Víctor Rodríguez
Primera Division 2016/17,Sporting Gijón,Burgui
Primera Division 2016/17,Sporting Gijón,Iván Cuéllar
Primera Division 2016/17,Sporting Gijón,Jorge Meré
Primera Division 2016/17,Sporting Gijón,Alberto Lora
Primera Division 2016/17,Sporting Gijón,Nacho Cases
Primera Division 2016/17,Sporting Gijón,Rachid Aït-Atmane
Primera Division 2016/17,Sporting Gijón,Isma López
Primera Division 2016/17,Sporting Gijón,Pablo Pérez
Primera Division 2016/17,Sporting Gijón,Carlos Castro
Primera Division 2016/17,Sporting Gijón,Xavi Torres
Primera Division 2016/17,Sporting Gijón,Dani Ndi
Primera Division 2016/17,Sporting Gijón,Óscar Whalley
Primera Division 2016/17,Sporting Gijón,Fernando Amorebieta
Primera Division 2016/17,Sporting Gijón,Akram Afif
Primera Division 2016/17,Athletic Club,Gorka Iraizoz
Primera Division 2016/17,Athletic Club,Iago Herrerín
Primera Division 2016/17,Athletic Club,Aymeric Laporte
Primera Division 2016/17,Athletic Club,Mikel San José
Primera Division 2016/17,Athletic Club,Xabier Etxeita
Primera Division 2016/17,Athletic Club,Mikel Balenziaga
Primera Division 2016/17,Athletic Club,Ander Iturraspe
Primera Division 2016/17,Athletic Club,Mikel Rico
Primera Division 2016/17,Athletic Club,Beñat Etxebarria
Primera Division 2016/17,Athletic Club,Óscar de Marcos
Primera Division 2016/17,Athletic Club,Ager Aketxe
Primera Division 2016/17,Athletic Club,Markel Susaeta
Primera Division 2016/17,Athletic Club,Iker Muniain
Primera Division 2016/17,Athletic Club,Aritz Aduriz
Primera Division 2016/17,Athletic Club,Kike Sola
Primera Division 2016/17,Athletic Club,Borja Viguera
Primera Division 2016/17,Athletic Club,Eneko Bóveda
Primera Division 2016/17,Athletic Club,Gorka Elustondo
Primera Division 2016/17,Athletic Club,Raúl García
Primera Division 2016/17,Athletic Club,Iñaki Williams
Primera Division 2016/17,Athletic Club,Javi Eraso
Primera Division 2016/17,Athletic Club,Sabin Merino
Primera Division 2016/17,Athletic Club,Iñigo Lekue
Primera Division 2016/17,Athletic Club,Kepa Arrizabalaga
Primera Division 2016/17,Athletic Club,Yeray Álvarez
Primera Division 2016/17,Athletic Club,Enric Saborit
Primera Division 2016/17,Athletic Club,Mikel Vesga
Primera Division 2016/17,Real Sociedad de Fútbol,Toño
Primera Division 2016/17,Real Sociedad de Fútbol,Raúl Navas
Primera Division 2016/17,Real Sociedad de Fútbol,Gerónimo Rulli
Primera Division 2016/17,Real Sociedad de Fútbol,Iñigo Martínez
Primera Division 2016/17,Real Sociedad de Fútbol,Mikel González
Primera Division 2016/17,Real Sociedad de Fútbol,Yuri Berchiche
Primera Division 2016/17,Real Sociedad de Fútbol,Carlos Martínez
Primera Division 2016/17,Real Sociedad de Fútbol,Joseba Zaldua
Primera Division 2016/17,Real Sociedad de Fútbol,Markel Bergara
Primera Division 2016/17,Real Sociedad de Fútbol,Jon Gaztañaga
Primera Division 2016/17,Real Sociedad de Fútbol,Rubén Pardo
Primera Division 2016/17,Real Sociedad de Fútbol,Esteban Granero
Primera Division 2016/17,Real Sociedad de Fútbol,David Zurutuza
Primera Division 2016/17,Real Sociedad de Fútbol,Xabi Prieto
Primera Division 2016/17,Real Sociedad de Fútbol,Sergio Canales
Primera Division 2016/17,Real Sociedad de Fútbol,Carlos Vela
Primera Division 2016/17,Real Sociedad de Fútbol,Imanol Agirretxe
Primera Division 2016/17,Real Sociedad de Fútbol,Asier Illarramendi
Primera Division 2016/17,Real Sociedad de Fútbol,Ander Bardaji
Primera Division 2016/17,Real Sociedad de Fútbol,Héctor Hernández
Primera Division 2016/17,Real Sociedad de Fútbol,Willian José
Primera Division 2016/17,Real Sociedad de Fútbol,Aritz Elustondo
Primera Division 2016/17,Real Sociedad de Fútbol,Mikel Oyarzabal
Primera Division 2016/17,Real Sociedad de Fútbol,David Concha
Primera Division 2016/17,Real Sociedad de Fútbol,Juanmi
Primera Division 2016/17,Real Madrid CF,Álvaro Morata
Primera Division 2016/17,Real Madrid CF,Mateo Kovacic
Primera Division 2016/17,Real Madrid CF,Casemiro
Primera Division 2016/17,Real Madrid CF,Kiko Casilla
Primera Division 2016/17,Real Madrid CF,Lucas Vázquez
Primera Division 2016/17,Real Madrid CF,Keylor Navas
Primera Division 2016/17,Real Madrid CF,Sergio Ramos
Primera Division 2016/17,Real Madrid CF,Raphaël Varane
Primera Division 2016/17,Real Madrid CF,Pepe
Primera Division 2016/17,Real Madrid CF,Nacho Fernández
Primera Division 2016/17,Real Madrid CF,Fábio Coentrão
Primera Division 2016/17,Real Madrid CF,Daniel Carvajal
Primera Division 2016/17,Real Madrid CF,Luka Modric
Primera Division 2016/17,Real Madrid CF,Toni Kroos
Primera Division 2016/17,Real Madrid CF,James Rodríguez
Primera Division 2016/17,Real Madrid CF,Isco
Primera Division 2016/17,Real Madrid CF,Cristiano Ronaldo
Primera Division 2016/17,Real Madrid CF,Gareth Bale
Primera Division 2016/17,Real Madrid CF,Karim Benzema
Primera Division 2016/17,Real Madrid CF,Lucas Silva
Primera Division 2016/17,Real Madrid CF,Marcelo
Primera Division 2016/17,Real Madrid CF,Marco Asensio
Primera Division 2016/17,Real Madrid CF,Rubén Yáñez
Primera Division 2016/17,Real Madrid CF,Mariano Díaz
Primera Division 2016/17,Club Atlético de Madrid,Stefan Savic
Primera Division 2016/17,Club Atlético de Madrid,Alessio Cerci
Primera Division 2016/17,Club Atlético de Madrid,Sime Vrsaljko
Primera Division 2016/17,Club Atlético de Madrid,Filipe Luís
Primera Division 2016/17,Club Atlético de Madrid,Thomas
Primera Division 2016/17,Club Atlético de Madrid,Juanfran
Primera Division 2016/17,Club Atlético de Madrid,Augusto Fernández
Primera Division 2016/17,Club Atlético de Madrid,Kévin Gameiro
Primera Division 2016/17,Club Atlético de Madrid,Jan Oblak
Primera Division 2016/17,Club Atlético de Madrid,Miguel Ángel Moyà
Primera Division 2016/17,Club Atlético de Madrid,Diego Godín
Primera Division 2016/17,Club Atlético de Madrid,José Giménez
Primera Division 2016/17,Club Atlético de Madrid,Saúl Ñíguez
Primera Division 2016/17,Club Atlético de Madrid,Gabi
Primera Division 2016/17,Club Atlético de Madrid,Tiago
Primera Division 2016/17,Club Atlético de Madrid,Koke
Primera Division 2016/17,Club Atlético de Madrid,Antoine Griezmann
Primera Division 2016/17,Club Atlético de Madrid,Ángel Correa
Primera Division 2016/17,Club Atlético de Madrid,Fernando Torres
Primera Division 2016/17,Club Atlético de Madrid,Lucas Hernández
Primera Division 2016/17,Club Atlético de Madrid,André Moreira
Primera Division 2016/17,Club Atlético de Madrid,Nico Gaitán
Primera Division 2016/17,Club Atlético de Madrid,Yannick Carrasco
Primera Division 2016/17,RC Celta de Vigo,Facundo Roncaglia
Primera Division 2016/17,RC Celta de Vigo,Claudio Beauvue
Primera Division 2016/17,RC Celta de Vigo,Daniel Wass
Primera Division 2016/17,RC Celta de Vigo,Sergio Álvarez
Primera Division 2016/17,RC Celta de Vigo,Rubén Blanco
Primera Division 2016/17,RC Celta de Vigo,Andreu Fontàs
Primera Division 2016/17,RC Celta de Vigo,Sergi Gómez
Primera Division 2016/17,RC Celta de Vigo,Gustavo Cabral
Primera Division 2016/17,RC Celta de Vigo,David Costas
Primera Division 2016/17,RC Celta de Vigo,Carles Planas
Primera Division 2016/17,RC Celta de Vigo,Hugo Mallo
Primera Division 2016/17,RC Celta de Vigo,Jonny Castro
Primera Division 2016/17,RC Celta de Vigo,Nemanja Radoja
Primera Division 2016/17,RC Celta de Vigo,Pablo Hernández
Primera Division 2016/17,RC Celta de Vigo,Fabián Orellana
Primera Division 2016/17,RC Celta de Vigo,Iago Aspas
Primera Division 2016/17,RC Celta de Vigo,Theo Bongonda
Primera Division 2016/17,RC Celta de Vigo,Marcelo Díaz
Primera Division 2016/17,RC Celta de Vigo,Dejan Drazic
Primera Division 2016/17,RC Celta de Vigo,Josep Señé
Primera Division 2016/17,RC Celta de Vigo,John Guidetti
Primera Division 2016/17,RC Celta de Vigo,Álvaro Lemos
Primera Division 2016/17,RC Celta de Vigo,José Naranjo
Primera Division 2016/17,RC Celta de Vigo,Pione Sisto
Primera Division 2016/17,Valencia CF,Aymen Abdennour
Primera Division 2016/17,Valencia CF,Nani
Primera Division 2016/17,Valencia CF,Santi Mina
Primera Division 2016/17,Valencia CF,Martín Montoya
Primera Division 2016/17,Valencia CF,Diego Alves
Primera Division 2016/17,Valencia CF,Rúben Vezo
Primera Division 2016/17,Valencia CF,José Luis Gayá
Primera Division 2016/17,Valencia CF,João Cancelo
Primera Division 2016/17,Valencia CF,Enzo Pérez
Primera Division 2016/17,Valencia CF,Dani Parejo
Primera Division 2016/17,Valencia CF,Rodrigo
Primera Division 2016/17,Valencia CF,Paco Alcácer
Primera Division 2016/17,Valencia CF,Federico Cartabia
Primera Division 2016/17,Valencia CF,Guilherme Siqueira
Primera Division 2016/17,Valencia CF,Robert Ibáñez
Primera Division 2016/17,Valencia CF,Aderlan Santos
Primera Division 2016/17,Valencia CF,Álvaro Medrán
Primera Division 2016/17,Valencia CF,Mathew Ryan
Primera Division 2016/17,Valencia CF,Zakaria Bakkali
Primera Division 2016/17,Valencia CF,Salva Ruiz
Primera Division 2016/17,Valencia CF,Jaume Doménech
Primera Division 2016/17,Valencia CF,Mario Suárez
Primera Division 2016/17,UD Las Palmas,Míchel
Primera Division 2016/17,UD Las Palmas,Nabil El Zhar
Primera Division 2016/17,UD Las Palmas,Hélder Lopes
Primera Division 2016/17,UD Las Palmas,Javi Varas
Primera Division 2016/17,UD Las Palmas,Raúl Lizoain
Primera Division 2016/17,UD Las Palmas,Aythami Artiles
Primera Division 2016/17,UD Las Palmas,Pedro Bigas
Primera Division 2016/17,UD Las Palmas,David García
Primera Division 2016/17,UD Las Palmas,David Simón
Primera Division 2016/17,UD Las Palmas,Javi Castellano
Primera Division 2016/17,UD Las Palmas,Vicente Gómez
Primera Division 2016/17,UD Las Palmas,Hernán
Primera Division 2016/17,UD Las Palmas,Roque Mesa
Primera Division 2016/17,UD Las Palmas,Dani Castellano
Primera Division 2016/17,UD Las Palmas,Jonathan Viera
Primera Division 2016/17,UD Las Palmas,Momo
Primera Division 2016/17,UD Las Palmas,Tana
Primera Division 2016/17,UD Las Palmas,Sergio Araujo
Primera Division 2016/17,UD Las Palmas,Marko Livaja
Primera Division 2016/17,UD Las Palmas,Mauricio Lemos
Primera Division 2016/17,UD Las Palmas,Ángel Montoro
Primera Division 2016/17,UD Las Palmas,Mateo García
Primera Division 2016/17,UD Las Palmas,Tyronne
Primera Division 2016/17,UD Las Palmas,José Artiles
Liga Adelante 2016/17,Getafe CF,Santiago Vergini
Liga Adelante 2016/17,Getafe CF,Vicente Guaita
Liga Adelante 2016/17,Getafe CF,Roberto Lago
Liga Adelante 2016/17,Getafe CF,Carlos Vigaray
Liga Adelante 2016/17,Getafe CF,Mehdi Lacen
Liga Adelante 2016/17,Getafe CF,Juan Rodríguez
Liga Adelante 2016/17,Getafe CF,Karim Yoda
Liga Adelante 2016/17,Getafe CF,Álvaro Vázquez
Liga Adelante 2016/17,Getafe CF,Damián Suárez
Liga Adelante 2016/17,Getafe CF,Cala
Liga Adelante 2016/17,Getafe CF,Emiliano Buendía
Liga Adelante 2016/17,Getafe CF,Stefan Scepovic
Liga Adelante 2016/17,Getafe CF,Ian González
Liga Adelante 2016/17,Getafe CF,Álvaro Pereira
Liga Adelante 2016/17,UD Almeria,Julián
Liga Adelante 2016/17,UD Almeria,Ángel Trujillo
Liga Adelante 2016/17,UD Almeria,Fran Vélez
Liga Adelante 2016/17,UD Almeria,Sebastián Dubarbier
Liga Adelante 2016/17,UD Almeria,Mané
Liga Adelante 2016/17,UD Almeria,Ximo Navarro
Liga Adelante 2016/17,UD Almeria,Verza
Liga Adelante 2016/17,UD Almeria,Ramon Azeez
Liga Adelante 2016/17,UD Almeria,Corona
Liga Adelante 2016/17,UD Almeria,Edgar Méndez
Liga Adelante 2016/17,UD Almeria,Fernando Soriano
Liga Adelante 2016/17,UD Almeria,Jonathan Zongo
Liga Adelante 2016/17,UD Almeria,Wellington Silva
Liga Adelante 2016/17,UD Almeria,Tomer Hemed
Liga Adelante 2016/17,UD Almeria,Teerasil Dangda
Liga Adelante 2016/17,UD Almeria,Quique
Liga Adelante 2016/17,UD Almeria,José Manuel Casado
Liga Adelante 2016/17,UD Almeria,Javier Espinosa
Liga Adelante 2016/17,UD Almeria,Antonio Marín
Liga Adelante 2016/17,UD Almeria,Yeray Gómez
Liga Adelante 2016/17,UD Almeria,Charlie Essome
Liga Adelante 2016/17,UD Almeria,José Ángel Jurado
Liga Adelante 2016/17,UD Almeria,Carlos Selfa
Liga Adelante 2016/17,UD Almeria,Iván Sánchez
Liga Adelante 2016/17,UD Almeria,Gaspar Panadero
Liga Adelante 2016/17,UD Almeria,Dani Romera
Liga Adelante 2016/17,Elche FC,Nikolaos Vergos
Liga Adelante 2016/17,Elche FC,Álvaro Giménez
Liga Adelante 2016/17,Elche FC,Àlex Moreno
Liga Adelante 2016/17,Elche FC,Javi Noblejas
Liga Adelante 2016/17,Elche FC,Hugo Fraile
Liga Adelante 2016/17,Elche FC,Javi Jiménez
Liga Adelante 2016/17,Elche FC,Pol Freixanet
Liga Adelante 2016/17,Elche FC,Hugo Álvarez
Liga Adelante 2016/17,Elche FC,Armando Lozano
Liga Adelante 2016/17,Elche FC,José Antonio Caro
Liga Adelante 2016/17,Elche FC,Isidoro
Liga Adelante 2016/17,Elche FC,Mandi
Liga Adelante 2016/17,Elche FC,Lolo
Liga Adelante 2016/17,Elche FC,Pelayo
Liga Adelante 2016/17,Elche FC,Alex Felip
Liga Adelante 2016/17,Elche FC,Franco Cristaldo
Liga Adelante 2016/17,Elche FC,Eldin Hadzic
Liga Adelante 2016/17,Elche FC,Sergio Léon
Liga Adelante 2016/17,Rayo Vallecano de Madrid,José Antonio Dorado
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Manuel Iturra
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Piti
Liga Adelante 2016/17,Rayo Vallecano de Madrid,David Cobeño
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Antonio Amaya
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Zé Castro
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Nacho Martínez
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Quini
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Raúl Baena
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Roberto Trashorras
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Jozabed Sánchez
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Adrián Embarba
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Manucho
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Javi Guerra
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Miku
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Razvan Rat
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Patrick Ebert
Liga Adelante 2016/17,Rayo Vallecano de Madrid,Aras Özbiliz
Liga Adelante 2016/17,Córdoba CF,Sergio García
Liga Adelante 2016/17,Córdoba CF,Juan Carlos
Liga Adelante 2016/17,Córdoba CF,Mikel Saizar
Liga Adelante 2016/17,Córdoba CF,Deivid
Liga Adelante 2016/17,Córdoba CF,Iago Bouzón
Liga Adelante 2016/17,Córdoba CF,Iñigo López
Liga Adelante 2016/17,Córdoba CF,Dani Pinillos
Liga Adelante 2016/17,Córdoba CF,Aleksandar Pantic
Liga Adelante 2016/17,Córdoba CF,Adrián Gunino
Liga Adelante 2016/17,Córdoba CF,José Ángel Crespo
Liga Adelante 2016/17,Córdoba CF,Edu Campabadal
Liga Adelante 2016/17,Córdoba CF,Luso
Liga Adelante 2016/17,Córdoba CF,Fausto Rossi
Liga Adelante 2016/17,Córdoba CF,Abel Gómez
Liga Adelante 2016/17,Córdoba CF,Carlos Caballero
Liga Adelante 2016/17,Córdoba CF,Patrick Ekeng Ekeng
Liga Adelante 2016/17,Córdoba CF,Aritz López Garai
Liga Adelante 2016/17,Córdoba CF,Borja García
Liga Adelante 2016/17,Córdoba CF,Fede Vico
Liga Adelante 2016/17,Córdoba CF,Fidel
Liga Adelante 2016/17,Córdoba CF,José María López Silva
Liga Adelante 2016/17,Córdoba CF,Xisco
Liga Adelante 2016/17,Córdoba CF,Fran Serrano
Liga Adelante 2016/17,Córdoba CF,Jonathan Bijimine
Liga Adelante 2016/17,Córdoba CF,José Carlos
Liga Adelante 2016/17,Córdoba CF,José Fran
Liga Adelante 2016/17,Córdoba CF,Mike Havenaar
Liga Adelante 2016/17,Levante UD,Zouhair Feddal
Liga Adelante 2016/17,Levante UD,David Navarro
Liga Adelante 2016/17,Levante UD,Pedro López
Liga Adelante 2016/17,Levante UD,Iván López
Liga Adelante 2016/17,Levante UD,Simão
Liga Adelante 2016/17,Levante UD,Víctor Camarasa
Liga Adelante 2016/17,Levante UD,José Luis Morales
Liga Adelante 2016/17,Levante UD,Rubén García
Liga Adelante 2016/17,Levante UD,Jordi Xumetra
Liga Adelante 2016/17,Levante UD,Víctor Casadesús
Liga Adelante 2016/17,Levante UD,José Mari
Liga Adelante 2016/17,Levante UD,Deyverson
Liga Adelante 2016/17,Levante UD,Jefferson Lerma
Liga Adelante 2016/17,Levante UD,Joan Verdú
Liga Adelante 2016/17,Levante UD,Carl Medjani
Liga Adelante 2016/17,Levante UD,Mauricio Cuero
Serie A 2016/17,AS Roma,"Wojciech Szczesny"
Serie A 2016/17,AS Roma,"Alisson"
Serie A 2016/17,AS Roma,"Bogdan Lobont"
Serie A 2016/17,AS Roma,"Konstantinos Manolas"
Serie A 2016/17,AS Roma,"Antonio Rüdiger"
Serie A 2016/17,AS Roma,"Juan Jesus"
Serie A 2016/17,AS Roma,"Federico Fazio"
Serie A 2016/17,AS Roma,"Thomas Vermaelen"
Serie A 2016/17,AS Roma,"Mário Rui"
Serie A 2016/17,AS Roma,"Emerson"
Serie A 2016/17,AS Roma,"Moustapha Seck"
Serie A 2016/17,AS Roma,"Bruno Peres"
Serie A 2016/17,AS Roma,"Abdullahi Nura"
Serie A 2016/17,AS Roma,"Leandro Paredes"
Serie A 2016/17,AS Roma,"Daniele De Rossi"
Serie A 2016/17,AS Roma,"Radja Nainggolan"
Serie A 2016/17,AS Roma,"Alessandro Florenzi"
Serie A 2016/17,AS Roma,"Kevin Strootman"
Serie A 2016/17,AS Roma,"Gerson"
Serie A 2016/17,AS Roma,"Diego Perotti"
Serie A 2016/17,AS Roma,"Mohamed Salah"
Serie A 2016/17,AS Roma,"Stephan El Shaarawy"
Serie A 2016/17,AS Roma,"Juan Iturbe"
Serie A 2016/17,AS Roma,"Edin Dzeko"
Serie A 2016/17,AS Roma,"Francesco Totti"
Serie A 2016/17,Udinese Calcio,"Orestis Karnezis"
Serie A 2016/17,Udinese Calcio,"Simone Scuffet"
Serie A 2016/17,Udinese Calcio,"Samuele Perisan"
Serie A 2016/17,Udinese Calcio,"Samir"
Serie A 2016/17,Udinese Calcio,"Thomas Heurtaux"
Serie A 2016/17,Udinese Calcio,"Danilo"
Serie A 2016/17,Udinese Calcio,"Molla Wague"
Serie A 2016/17,Udinese Calcio,"Gabriele Angella"
Serie A 2016/17,Udinese Calcio,"Pablo Armero"
Serie A 2016/17,Udinese Calcio,"Ali Adnan"
Serie A 2016/17,Udinese Calcio,"Seko Fofana"
Serie A 2016/17,Udinese Calcio,"Francesco Lodi"
Serie A 2016/17,Udinese Calcio,"Sven Kums"
Serie A 2016/17,Udinese Calcio,"Emmanuel Badu"
Serie A 2016/17,Udinese Calcio,"Emil Hallfredsson"
Serie A 2016/17,Udinese Calcio,"Jakub Jankto"
Serie A 2016/17,Udinese Calcio,"Silvan Widmer"
Serie A 2016/17,Udinese Calcio,"Davide Faraoni"
Serie A 2016/17,Udinese Calcio,"Panagiotis Kone"
Serie A 2016/17,Udinese Calcio,"Andrija Balic"
Serie A 2016/17,Udinese Calcio,"Lucas Evangelista"
Serie A 2016/17,Udinese Calcio,"Rodrigo de Paul"
Serie A 2016/17,Udinese Calcio,"Ewandro"
Serie A 2016/17,Udinese Calcio,"Ryder Matos"
Serie A 2016/17,Udinese Calcio,"Duván Zapata"
Serie A 2016/17,Udinese Calcio,"Adalberto Peñaranda"
Serie A 2016/17,Udinese Calcio,"Stipe Perica"
Serie A 2016/17,Udinese Calcio,"Cyril Théréau"
Serie A 2016/17,Juventus Turin,"Neto"
Serie A 2016/17,Juventus Turin,"Gianluigi Buffon"
Serie A 2016/17,Juventus Turin,"Emil Audero"
Serie A 2016/17,Juventus Turin,"Leonardo Bonucci"
Serie A 2016/17,Juventus Turin,"Medhi Benatia"
Serie A 2016/17,Juventus Turin,"Giorgio Chiellini"
Serie A 2016/17,Juventus Turin,"Daniele Rugani"
Serie A 2016/17,Juventus Turin,"Andrea Barzagli"
Serie A 2016/17,Juventus Turin,"Alex Sandro"
Serie A 2016/17,Juventus Turin,"Patrice Evra"
Serie A 2016/17,Juventus Turin,"Paolo De Ceglie"
Serie A 2016/17,Juventus Turin,"Dani Alves"
Serie A 2016/17,Juventus Turin,"Stephan Lichtsteiner"
Serie A 2016/17,Juventus Turin,"Federico Mattiello"
Serie A 2016/17,Juventus Turin,"Mario Lemina"
Serie A 2016/17,Juventus Turin,"Rolando Mandragora"
Serie A 2016/17,Juventus Turin,"Miralem Pjanic"
Serie A 2016/17,Juventus Turin,"Claudio Marchisio"
Serie A 2016/17,Juventus Turin,"Sami Khedira"
Serie A 2016/17,Juventus Turin,"Kwadwo Asamoah"
Serie A 2016/17,Juventus Turin,"Stefano Sturaro"
Serie A 2016/17,Juventus Turin,"Hernanes"
Serie A 2016/17,Juventus Turin,"Marko Pjaca"
Serie A 2016/17,Juventus Turin,"Juan Cuadrado"
Serie A 2016/17,Juventus Turin,"Gonzalo Higuaín"
Serie A 2016/17,Juventus Turin,"Paulo Dybala"
Serie A 2016/17,Juventus Turin,"Mario Mandzukic"
Serie A 2016/17,ACF Fiorentina,"Ciprian Tatarusanu"
